group	CADD_splice	spliceAI	MMsplicing_abs	Trap	dbscSNV_ADA_SCORE	dbscSNV_RF_SCORE	SPIDEX_dpsi_abs	SPIDEX_zscore_abs	maxscant_diff_abs
1	23.9	0.69	2.673351636530119	0.907	0.9995	0.9540000000000001	1.3228	1.6369999999999998	3.66
1	35.0	0.87	4.575312934203785	0.9009999999999999	1.0	1.0	7.2791	2.725	6.789999999999999
1	26.4	0.47	1.7109339980066651	0.8270000000000001	1.0	0.93	0.2858	0.8320000000000001	2.780000000000001
1	28.1	0.05	0.5863973510695556	0.642	0.9947	0.74	0.0464	0.248	1.92
1	36.0	0.95	3.184681960729273	0.985	1.0	0.998	4.2859	2.394	8.809999999999997
1	35.0	0.76	3.257750094888832	0.9490000000000001	0.9999	0.9740000000000001	3.8145	2.316	4.3199999999999985
1	35.0	0.96	3.907720809928507	0.855	1.0	0.998	6.1585	2.6310000000000002	8.1
1	34.0	0.31	2.420935822839525	0.996	1.0	0.996	5.5451	2.565	3.89
1	35.0	0.96	4.409128443961387	0.922	1.0	0.9940000000000001	4.6424	2.447	11.26
1	32.0	0.84	3.4857062272651365	0.988	1.0	0.946	0.62	1.204	8.15
1	32.0	0.43	2.666011279873481	0.997	1.0	0.998	6.4966	2.661	8.6
1	32.0	0.97	3.5752918612671603	0.9209999999999999	1.0	1.0	0.6952	1.265	6.8100000000000005
1	35.0	0.8	4.262668588538066	0.993	1.0	0.998	7.2299	2.7230000000000003	8.25
1	33.0	0.43	3.0071361694157517	0.9309999999999999	1.0	0.996	8.9217	2.85	8.46
1	25.8	0.95	3.8717207649148397	0.97	1.0	1.0	3.6391	2.282	6.39
1	34.0	0.28	2.361121432889058	0.988	1.0	0.9840000000000001	0.7734	1.325	6.199999999999998
1	35.0	0.33	3.6100866485856655	0.998	1.0	1.0	4.245	2.388	4.1800000000000015
1	33.0	0.06	2.1731920079602767	0.826	0.9995	0.8740000000000001	0.1429	0.565	0.7799999999999994
1	34.0	0.15	2.9326897063072233	0.88	0.9998	0.8059999999999999	0.2493	0.775	2.549999999999999
1	33.0	0.58	1.5473243590534842	0.937	1.0	0.0	0.7619	1.317	8.15
1	36.0	0.74	3.0558944623793565	0.858	1.0	0.998	2.0778	1.926	2.0999999999999988
1	34.0	0.02	2.758941429492178	0.758	1.0	0.986	1.0989	1.527	3.640000000000001
1	39.0	0.96	4.89152608967777	0.946	1.0	0.998	2.9298	2.138	7.02
1	36.0	0.85	4.949698204638484	0.9520000000000001	1.0	1.0	0.3367	0.905	9.32
1	34.0	0.56	4.959031082270365	0.9229999999999999	1.0	0.9740000000000001	6.1753	2.633	10.26
1	23.4	0.81	2.941771642173349	0.981	1.0	0.97	0.1396	0.557	11.67
1	26.9	0.97	3.7499415661924975	0.9940000000000001	1.0	0.996	4.3136	2.397	8.49
1	34.0	0.54	2.555553053467765	0.997	1.0	0.992	1.0682	1.51	5.1400000000000015
1	29.6	0.02	0.9428392827676516	0.858	0.9594	0.81	0.4485	1.038	0.9500000000000002
1	35.0	0.64	2.9643827336696886	0.929	1.0	0.998	1.6097	1.761	4.249999999999999
1	36.0	0.93	4.156294662874159	0.899	1.0	1.0	2.8417	2.117	9.41
1	36.0	0.96	3.6813346436734617	0.988	1.0	0.998	4.1378	2.37	4.690000000000001
1	36.0	0.97	3.9752505768135564	0.879	1.0	0.956	6.558	2.6639999999999997	5.87
1	36.0	0.96	4.060414244463138	0.8959999999999999	1.0	0.996	5.9011	2.602	4.210000000000001
1	22.8	0.51	2.7908266941332207	0.937	0.9414	0.9440000000000001	1.6583	1.78	3.45
1	37.0	0.97	4.528346225067996	0.872	1.0	1.0	12.033	2.992	6.3900000000000015
1	24.8	0.79	3.333999421875163	0.996	1.0	0.992	1.2567	1.607	5.98
1	21.6	0.05	3.1300721535287783	0.9640000000000001	0.9997	0.968	0.3013	0.855	4.3199999999999985
1	34.0	0.01	1.9932460679230724	0.9620000000000001	0.9996	0.976	0.7089	1.2770000000000001	1.5700000000000005
1	34.0	0.01	3.9759840534614335	0.975	1.0	1.0	0.1449	0.569	6.7
1	23.6	0.81	3.774830178232957	0.9259999999999999	1.0	0.986	9.2012	2.8680000000000003	6.76
1	31.0	0.21	2.5502808584762566	0.951	1.0	0.9940000000000001	0.3927	0.9740000000000001	5.0200000000000005
1	36.0	0.9	3.4733370101636547	0.988	1.0	1.0	2.8999	2.13	6.23
1	32.0	0.81	3.9384048998462635	0.929	1.0	0.99	10.9179	2.9539999999999997	5.49
1	35.0	0.68	2.3303596327789764	0.782	0.9997	0.9640000000000001	6.2163	2.636	2.3600000000000003
1	34.0	0.91	3.7674218890481876	0.92	1.0	0.996	7.103	2.7110000000000003	6.049999999999999
1	32.0	0.04	2.4379232999953806	0.943	0.9289	0.456	0.0582	0.301	2.549999999999999
1	36.0	0.45	4.078836877957887	0.975	1.0	1.0	0.39299999999999996	0.975	6.27
1	35.0	0.48	4.322778049768789	0.887	1.0	1.0	1.2054	1.5819999999999999	6.050000000000002
1	34.0	0.02	3.167014603401761	0.958	0.9975	0.884	0.3452	0.9159999999999999	3.16
1	24.4	0.76	2.5113605644367163	0.9740000000000001	0.9768	0.934	0.8140000000000001	1.354	3.42
1	25.2	0.44	2.1161331249390454	0.9690000000000001	0.9993	0.9740000000000001	0.6516	1.23	4.13
1	36.0	0.77	2.992702240554546	0.972	1.0	1.0	1.3663	1.659	5.28
1	36.0	0.96	4.628287727570954	0.868	1.0	0.992	5.5959	2.57	13.64
1	35.0	0.71	3.251002963863208	0.963	1.0	1.0	2.6253	2.0709999999999997	7.8599999999999985
1	32.0	0.39	2.1589061111617824	0.9129999999999999	1.0	0.986	9.373	2.8760000000000003	6.44
1	36.0	0.79	3.6331029329606466	0.9359999999999999	0.9999	0.9940000000000001	1.3059	1.63	9.75
1	35.0	0.71	3.053975081329609	0.807	1.0	1.0	4.3464	2.403	5.92
1	37.0	0.94	5.155806054105428	0.932	1.0	0.998	1.9923	1.899	8.08
1	34.0	0.76	3.175479383531815	0.883	1.0	0.998	5.3078	2.535	6.960000000000001
1	33.0	0.9	4.345600228277241	0.925	1.0	1.0	0.5922	1.179	7.979999999999999
1	44.0	0.43	5.483348510414946	0.847	0.9999	0.972	7.0026	2.7030000000000003	2.0999999999999988
1	26.9	0.88	4.726013035287272	0.9470000000000001	1.0	1.0	6.7864	2.685	7.82
1	25.2	0.77	4.220485699403364	0.995	1.0	0.998	4.3147	2.397	5.119999999999999
1	24.3	0.9	3.5491722457042654	0.9690000000000001	1.0	0.988	0.7674	1.321	6.530000000000001
1	36.0	0.89	4.347430361223268	0.925	1.0	0.996	3.3272	2.225	9.12
1	23.6	0.07	2.8131987020209843	0.9620000000000001	0.9999	1.0	0.9594	1.4469999999999998	2.620000000000001
1	24.0	0.7	2.646556862171537	0.924	0.9996	0.97	3.7448	2.303	2.410000000000001
1	24.8	0.75	2.7046265850197457	0.8340000000000001	0.9996	0.98	0.5975	1.1840000000000002	3.640000000000001
1	33.0	0.72	3.5948253195831317	0.9940000000000001	1.0	0.9840000000000001	1.6225	1.766	9.72
1	33.0	0.75	4.367766490873844	0.976	1.0	1.0	5.0394	2.504	8.55
1	34.0	0.16	2.2074160175554187	0.9890000000000001	1.0	1.0	6.4554	2.656	3.43
1	38.0	0.98	5.8523505551194885	0.9420000000000001	1.0	1.0	7.8792	2.7769999999999997	10.2
1	33.0	0.13	1.5026165365762678	0.915	1.0	0.996	10.0452	2.906	2.18
1	35.0	0.76	3.019642244878425	0.9620000000000001	1.0	0.99	3.0252	2.161	6.77
1	35.0	0.75	2.475068661380086	0.9079999999999999	1.0	0.976	0.442	1.031	3.61
1	25.3	0.3	1.8399793468856833	0.9059999999999999	1.0	0.958	NA	NA	3.1000000000000005
1	23.8	0.31	3.4465786031389007	0.865	0.9998	0.9940000000000001	12.0383	2.992	4.69
1	36.0	0.94	4.869129068017536	0.846	1.0	1.0	4.9046	2.4859999999999998	12.46
1	25.2	0.32	1.9758043145987028	0.8240000000000001	0.9999	0.9440000000000001	NA	NA	3.1000000000000005
1	22.4	0.25	1.7014784261469018	0.904	0.9925	0.912	1.3828	1.666	2.35
1	36.0	0.82	3.5046498214687567	0.846	1.0	1.0	1.1611	1.561	5.630000000000001
1	24.1	0.49	2.220211226672502	0.9790000000000001	0.9999	1.0	2.3396	1.9980000000000002	4.47
1	24.5	0.55	2.1904398788024597	0.929	1.0	0.996	3.3322	2.226	3.98
1	34.0	0.96	4.87295124308226	0.8190000000000001	1.0	0.998	6.0215	2.6180000000000003	13.07
1	24.5	0.5	2.849317814722678	0.943	0.9993	0.992	2.6954	2.0869999999999997	5.59
1	26.4	0.95	3.9191206469297115	0.941	1.0	0.99	5.3851	2.546	9.02
1	34.0	0.96	5.1267269333910646	0.818	1.0	1.0	6.4698	2.658	9.62
1	34.0	0.0	1.7067112434346037	0.9740000000000001	0.9998	0.982	0.2253	0.7340000000000001	1.42
1	29.7	0.44	2.247353781086754	0.9690000000000001	0.9997	0.9940000000000001	3.8273	2.318	3.8
1	33.0	0.55	2.1496953042758515	0.968	0.9998	0.956	0.6713	1.2890000000000001	3.21
1	32.0	0.87	4.711868340994664	0.9229999999999999	1.0	1.0	0.3552	0.929	7.05
1	35.0	0.79	3.6148212319126385	0.897	1.0	1.0	8.469	2.8169999999999997	11.6
1	32.0	0.01	2.3560103967872656	0.8959999999999999	0.9999	0.978	2.5234	2.048	3.1099999999999994
1	36.0	0.91	3.891731336444257	0.986	1.0	1.0	0.3988	0.982	6.960000000000001
1	36.0	0.96	4.095358868912575	0.867	1.0	1.0	1.1584	1.5590000000000002	7.300000000000002
1	32.0	NA	4.38389543532452	0.941	1.0	1.0	4.8881	2.483	9.35
1	35.0	0.53	2.540212612484009	0.9470000000000001	1.0	0.998	2.9457	2.141	5.01
1	36.0	0.56	3.8072305967573774	0.945	1.0	0.992	5.6593	2.577	6.78
1	35.0	0.57	2.131039152807055	0.84	1.0	0.998	4.0052	2.3480000000000003	4.119999999999999
1	37.0	0.43	4.935586537561385	0.789	1.0	1.0	9.6904	2.892	12.46
1	27.8	0.27	2.08547855133708	0.956	0.9614	0.74	0.6509	1.23	3.1099999999999994
1	37.0	0.43	5.395074107767603	0.818	1.0	1.0	4.5072	2.426	10.2
1	35.0	0.97	4.834968410672741	0.9179999999999999	1.0	0.996	10.2546	2.92	6.780000000000001
1	33.0	0.15	2.8320302473992864	0.892	1.0	0.998	0.9305	1.43	4.290000000000001
1	24.4	0.6	3.667706661646768	0.993	0.9998	0.98	3.0991	2.178	5.08
1	25.4	0.43	3.7784538282202798	0.924	1.0	1.0	9.6429	2.889	6.67
1	23.9	0.54	2.7460463070592747	0.894	0.9998	0.996	1.5692	1.746	4.44
1	25.5	0.62	3.6216611517047714	0.862	1.0	1.0	15.9108	3.102	6.65
1	35.0	0.8	3.3184485267592367	0.877	1.0	0.978	0.8885	1.4040000000000001	5.4700000000000015
1	33.0	0.29	3.2938013312417542	0.997	1.0	1.0	5.3662	2.542	6.61
1	23.7	0.35	1.6354113689761414	0.894	0.9999	0.996	2.3147	1.9909999999999999	2.1799999999999993
1	34.0	0.02	3.6593471956312613	0.93	0.9997	0.9740000000000001	7.034	2.7060000000000004	2.620000000000001
1	33.0	0.8	1.8752751753387005	0.9329999999999999	1.0	1.0	0.4756	1.067	3.99
1	35.0	0.89	2.7660744518078406	0.895	1.0	1.0	1.6829	1.791	3.99
1	34.0	0.4	1.6634411329421512	0.9009999999999999	0.9999	0.938	0.1467	0.573	2.29
1	25.9	0.0	2.6093695146464113	0.927	0.9995	0.948	0.2283	0.7390000000000001	4.4
1	21.1	0.01	2.602981500284588	0.945	0.8847	0.524	0.3465	0.9179999999999999	0.7799999999999994
1	33.0	0.04	2.277807261300572	0.977	0.9893	0.872	0.1001	0.449	0.7799999999999994
1	33.0	0.01	2.4890015182370293	0.958	0.9995	0.91	7.2289	2.7230000000000003	1.870000000000001
1	36.0	0.94	4.129351298171307	0.853	1.0	0.996	0.457	1.048	6.340000000000002
1	34.0	0.73	2.1341098418699262	0.9570000000000001	0.9995	0.956	2.1517	1.9469999999999998	2.8599999999999994
1	33.0	0.71	2.0198649526291685	0.9570000000000001	0.9999	0.98	2.8393	2.117	2.0999999999999988
1	31.0	0.86	3.099765357475825	0.9740000000000001	1.0	0.988	3.3134	2.2230000000000003	5.1400000000000015
1	37.0	0.89	3.085788093164845	0.9890000000000001	1.0	1.0	0.0353	0.19399999999999998	5.329999999999999
1	33.0	0.02	2.2288290365665	0.91	1.0	0.996	1.2902	1.6230000000000002	2.67
1	36.0	0.81	2.4606094165572365	0.98	1.0	1.0	2.741	2.097	4.27
1	33.0	0.02	1.6788511523542673	0.929	1.0	0.9540000000000001	1.7996	1.8330000000000002	1.6899999999999995
1	34.0	0.02	2.32104525284927	0.9279999999999999	0.9997	0.946	1.5469	1.7369999999999999	2.95
1	23.1	0.64	2.6862464204429735	0.902	0.9698	0.792	1.054	1.501	3.82
1	22.9	0.61	2.0016450014991065	0.88	0.9867	0.872	1.1214	1.54	1.5099999999999998
1	25.7	0.8	3.175070291029166	0.982	1.0	1.0	3.3407	2.228	3.64
1	34.0	0.68	3.0624341126972663	0.938	1.0	1.0	1.6928	1.794	3.73
1	32.0	0.87	3.5556147372989457	0.885	1.0	1.0	10.3132	2.923	5.26
1	34.0	0.85	2.6275712710107584	0.8490000000000001	0.9999	0.972	1.0969	1.526	2.99
1	32.0	0.73	3.7985680882841275	0.8809999999999999	1.0	1.0	9.5302	2.885	6.44
1	33.0	0.73	2.7091749172634407	0.938	0.9992	0.992	0.7856	1.3330000000000002	3.45
1	24.4	0.13	2.713698567958107	0.9490000000000001	0.9979	0.866	0.6793	1.252	4.75
1	24.3	0.24	0.0581648445578531	0.858	0.3767	0.68	0.2625	0.7959999999999999	0.4800000000000004
1	15.79	0.22	3.1171835659795213	0.9229999999999999	0.9992	0.826	0.7859999999999999	1.334	6.52
1	23.1	0.01	1.883302190630872	0.985	0.9786	0.752	4.5109	2.426	3.1000000000000005
1	36.0	0.9	3.3516184376979306	0.907	1.0	1.0	1.3208	1.636	6.57
1	36.0	0.85	4.1406549348897705	0.98	1.0	0.996	1.6606	1.781	5.99
1	40.0	0.93	4.52043269866113	0.992	0.9999	0.992	5.9344	2.6069999999999998	4.3100000000000005
1	34.0	0.95	2.371761455123636	0.951	1.0	1.0	0.6752	1.248	3.850000000000001
1	36.0	0.85	2.705502093923859	0.879	1.0	0.988	1.8923	1.864	3.3000000000000007
1	24.5	0.91	3.694689982024964	0.986	1.0	0.996	2.0128	1.905	6.39
1	35.0	0.95	4.059056793735721	0.925	1.0	1.0	3.0902	2.176	7.02
1	33.0	0.07	3.2561765179157143	0.9890000000000001	1.0	1.0	0.7508	1.3090000000000002	5.590000000000002
1	35.0	0.27	4.3457306186660745	0.9470000000000001	1.0	1.0	1.1157	1.537	7.300000000000002
1	34.0	0.47	1.6118775446903402	0.81	0.9999	0.9540000000000001	4.9596	2.494	1.93
1	21.5	0.18	1.7763918589716456	0.871	0.9999	0.998	2.1465	1.946	3.54
1	31.0	0.0	1.4198531744697032	0.9590000000000001	1.0	0.992	3.6288	2.28	3.7
1	25.2	0.45	2.9086878371049414	0.917	0.9999	0.996	1.6202	1.765	4.72
1	25.6	0.23	3.3306777281057998	0.8190000000000001	0.9988	0.826	2.1078	1.935	3.55
1	33.0	0.34	2.8657005500690866	0.9359999999999999	1.0	0.992	0.0666	0.368	4.51
1	17.07	0.11	3.4412085562444763	0.8109999999999999	0.9670000000000001	0.922	1.3884	1.6680000000000001	4.449999999999998
1	35.0	0.86	4.681317500808978	0.925	1.0	0.996	1.068	1.51	9.43
1	24.9	0.86	4.390742791936878	0.903	1.0	1.0	1.0385	1.493	7.47
1	25.1	0.96	4.002684249382913	0.982	1.0	0.986	2.3311	1.995	6.28
1	36.0	0.57	4.084610790430076	0.888	1.0	1.0	3.1451	2.187	7.5
1	33.0	0.66	2.9900443862015536	0.997	1.0	0.988	8.2572	2.805	12.49
1	32.0	0.66	3.3645115832363404	0.897	1.0	0.992	13.3669	3.0380000000000003	9.7
1	32.0	0.66	3.705065999388178	0.938	1.0	0.988	10.7735	2.944	14.52
1	9.445	0.0	0.3856875502103384	0.667	0.0008	0.6679999999999999	1.395	1.671	1.7800000000000002
1	33.0	0.0	2.6332555821820844	0.9	0.9999	0.9740000000000001	1.4454	1.692	3.3000000000000007
1	37.0	0.78	3.9808855273078163	0.9490000000000001	1.0	1.0	0.3643	0.94	5.86
1	32.0	0.68	3.708161290594264	0.978	1.0	1.0	3.2138	2.201	5.79
1	38.0	0.9	4.237160563429922	0.846	1.0	1.0	0.4605	1.051	6.15
1	37.0	0.65	4.367523727616741	0.8759999999999999	1.0	0.9940000000000001	0.3754	0.9540000000000001	6.78
1	32.0	0.92	4.13348302101608	0.8909999999999999	1.0	1.0	5.1434	2.516	6.12
1	35.0	0.57	4.017022525857075	0.9159999999999999	1.0	0.998	3.4360000000000004	2.244	6.27
1	28.9	0.93	4.382116252231642	0.99	1.0	1.0	9.0699	2.8569999999999998	6.3100000000000005
1	27.5	0.93	3.00205427737984	0.988	1.0	1.0	1.1983	1.578	6.18
1	23.8	0.57	4.002631032404402	0.9790000000000001	0.9999	0.99	2.3685	2.004	5.88
1	23.7	0.51	3.1180966024609686	0.72	0.9992	0.9640000000000001	0.772	1.324	4.449999999999998
1	34.0	0.01	2.618262182761087	0.816	0.9974	0.912	2.3297	1.995	1.8200000000000005
1	36.0	0.94	3.6682601304801694	0.855	1.0	0.988	1.7654	1.82	5.19
1	34.0	0.8	3.1096374443922925	0.8690000000000001	1.0	0.9840000000000001	0.3889	0.97	5.4700000000000015
1	36.0	0.94	4.074502755768609	0.965	1.0	0.9940000000000001	1.493	1.713	9.29
1	26.1	0.76	3.840676750158552	0.9209999999999999	0.9999	0.9620000000000001	4.887	2.483	7.460000000000001
1	27.2	0.86	2.5784941882181647	0.95	1.0	1.0	0.6912	1.262	6.22
1	33.0	0.84	2.3823339457197648	0.851	1.0	0.0	7.0827	2.7089999999999996	15.08
1	27.5	0.32	2.2652657921761405	0.973	0.9997	0.9259999999999999	3.2884	2.218	4.27
1	32.0	0.87	4.316167229514466	0.9990000000000001	1.0	0.998	5.4899	2.559	5.46
1	34.0	0.46	3.4600115810793413	0.9359999999999999	1.0	0.998	2.7651	2.101	4.3199999999999985
1	27.0	0.46	2.566796628307052	0.91	0.9996	0.9540000000000001	4.5593	2.435	5.5299999999999985
1	35.0	0.78	4.175084114709482	0.8690000000000001	1.0	1.0	4.4663	2.42	8.879999999999997
1	35.0	0.93	4.563179689098396	0.882	1.0	1.0	5.3633	2.541	9.41
1	35.0	0.88	4.621779325609396	0.94	1.0	1.0	3.5342	2.263	6.69
1	34.0	0.12	3.1708039664806544	0.998	1.0	1.0	2.815	2.1109999999999998	8.809999999999997
1	35.0	0.49	4.073775006552022	0.927	1.0	1.0	4.6263	2.445	8.1
1	21.7	0.06	1.9999675617300223	0.9229999999999999	0.9694	0.8540000000000001	2.6597	2.08	1.5700000000000005
1	34.0	0.83	2.9756164158642697	0.975	1.0	1.0	1.1089	1.5330000000000001	5.380000000000001
1	34.0	0.92	3.4976804136599173	0.955	1.0	0.998	1.7173	1.804	6.71
1	33.0	0.35	2.8075048714364623	0.9420000000000001	0.9940000000000001	0.7879999999999999	0.13	0.5329999999999999	1.9899999999999984
1	35.0	0.47	2.9519661400320776	0.943	1.0	1.0	0.5352	1.126	10.010000000000002
1	35.0	0.82	3.672123632718264	0.9440000000000001	0.9998	0.9940000000000001	1.7587	1.817	4.82
1	36.0	0.73	4.160873062804904	0.955	1.0	1.0	2.9322	2.1390000000000002	9.07
1	23.1	0.65	2.9161953041226285	0.9690000000000001	0.9991	0.96	2.0386	1.913	4.2200000000000015
1	22.7	0.65	2.1563226601629726	0.961	0.1698	0.43200000000000005	1.4932	1.713	1.2599999999999998
1	35.0	0.47	3.937372761622413	0.9440000000000001	1.0	0.988	1.6565	1.78	7.14
1	34.0	0.89	5.0136893326996645	0.9940000000000001	1.0	1.0	8.8084	2.844	7.05
1	23.8	0.62	4.8612394981265	0.9309999999999999	1.0	0.996	6.0604	2.622	8.620000000000001
1	35.0	0.43	2.2491149766057026	0.883	1.0	0.9840000000000001	3.3217	2.224	2.5
1	35.0	0.68	3.6410688447755115	0.9890000000000001	1.0	0.9640000000000001	0.1453	0.57	5.74
1	36.0	0.82	3.7036249768926717	0.92	1.0	0.932	6.4379	2.655	4.9700000000000015
1	34.0	0.29	2.202396464595624	0.988	1.0	0.9940000000000001	0.0531	0.27899999999999997	4.5299999999999985
1	31.0	0.09	1.3295501015507831	0.9279999999999999	1.0	1.0	0.7132	1.28	3.0
1	35.0	0.48	2.9719978663231164	0.9359999999999999	1.0	1.0	0.5417	1.1320000000000001	6.54
1	35.0	0.83	3.8134151447768816	0.9690000000000001	0.9999	0.9159999999999999	3.4066	2.239	3.69
1	31.0	0.32	4.665027250014956	0.866	1.0	0.996	4.3751	2.407	5.350000000000001
1	34.0	0.16	3.1094116201864086	0.9840000000000001	1.0	0.996	0.9976	1.469	5.8199999999999985
1	27.4	0.29	4.857791913819968	0.902	1.0	0.998	0.2991	0.852	7.84
1	33.0	0.04	2.5285927566335697	0.883	0.9975	0.838	1.1544	1.557	3.1099999999999994
1	10.55	0.76	1.933316559772916	0.88	0.9993	0.0	9.0005	2.852	7.81
1	34.0	0.75	3.736299989579293	0.7240000000000001	1.0	0.986	5.2825	2.533	7.14
1	24.6	0.75	2.504144072058749	0.8	0.9999	0.998	4.6359	2.4459999999999997	6.09
1	33.0	0.58	3.0052774469665247	0.943	1.0	0.988	5.4159	2.55	10.09
1	35.0	0.7	4.770578308654473	0.904	1.0	1.0	0.2482	0.773	7.34
1	35.0	0.71	5.558376755328196	0.738	1.0	0.99	0.703	1.272	7.13
1	25.4	0.78	4.290548275262899	0.8809999999999999	1.0	1.0	7.7983	2.7710000000000004	9.2
1	34.0	0.95	3.9691130132446384	0.8809999999999999	0.9975	0.9540000000000001	0.9183	1.423	4.51
1	25.4	0.83	2.3468675049147123	0.965	0.9993	0.95	2.3039	1.9880000000000002	3.16
1	34.0	0.26	3.395405108170202	0.833	0.9999	0.96	4.352	2.404	2.540000000000001
1	33.0	0.04	1.084335435031718	0.838	1.0	0.996	0.7986	1.3430000000000002	1.93
1	34.0	0.89	3.69659849015435	0.993	1.0	1.0	0.4746	1.0659999999999998	5.26
1	33.0	0.7	2.37420247597603	0.9359999999999999	1.0	0.9940000000000001	8.7211	2.838	6.02
1	24.4	0.54	3.001379243290151	0.866	0.9999	0.9740000000000001	0.7754	1.3259999999999998	4.2200000000000015
1	35.0	0.7	2.9782914997596035	0.991	1.0	0.9940000000000001	4.677	2.4530000000000003	5.590000000000002
1	36.0	0.74	3.69430083677181	0.898	1.0	1.0	8.6783	2.835	6.340000000000002
1	33.0	0.91	3.6129541951444573	0.986	1.0	1.0	0.2903	0.8390000000000001	5.79
1	23.7	0.25	3.5144890447675152	0.993	1.0	1.0	0.1964	0.68	7.77
1	33.0	0.13	1.884518927567026	0.856	0.9999	0.968	1.271	1.614	1.0600000000000005
1	35.0	0.55	3.4455786161608497	0.9309999999999999	1.0	1.0	0.5286	1.119	5.49
1	35.0	0.95	4.843958724507488	0.907	1.0	0.998	2.0082	1.9040000000000001	9.56
1	25.8	0.24	0.0520194288154489	0.774	0.8512	0.0	8.0808	2.946	7.97
1	33.0	0.46	2.758183480856208	0.991	1.0	0.998	3.7338	2.3	6.57
1	32.0	0.9	3.093020394348688	0.92	1.0	1.0	5.1264	2.513	4.25
1	16.23	0.34	0.1388620503960128	0.785	0.564	0.6579999999999999	1.3556	1.712	1.71
1	36.0	0.8	4.1091168170493635	0.963	1.0	1.0	4.2536	2.3890000000000002	9.51
1	33.0	0.05	2.63625554392754	0.9840000000000001	1.0	1.0	4.0741	2.358	5.58
1	34.0	0.05	2.239070246720885	0.86	1.0	1.0	6.6197	2.6710000000000003	4.09
1	32.0	0.0	0.0351622606711352	0.7829999999999999	0.9797	0.8059999999999999	1.4253	1.746	0.8200000000000003
1	34.0	0.56	3.714213309383338	0.965	0.0012	0.002	2.169	1.952	6.32
1	32.0	0.91	4.4328964367338735	0.985	1.0	0.986	7.0987	2.7110000000000003	7.200000000000001
1	34.0	0.0	2.4742413716648652	0.95	0.997	0.89	1.8252	1.8419999999999999	0.2599999999999998
1	36.0	0.97	4.750145547849696	0.968	1.0	1.0	0.1969	0.6809999999999999	9.32
1	33.0	0.3	2.690154202014724	0.94	NA	NA	8.4347	2.815	4.24
1	36.0	0.75	2.8983153771745216	0.972	1.0	1.0	0.5636	1.153	3.850000000000001
1	37.0	0.84	2.8610759371296095	0.89	1.0	1.0	0.9366	1.4340000000000002	3.78
1	34.0	0.84	2.9369950807730008	0.877	1.0	1.0	4.2225	2.384	5.79
1	23.5	0.36	3.2911020348120603	0.927	1.0	0.9940000000000001	2.5945	2.064	5.41
1	34.0	0.86	5.02163124015984	0.904	1.0	0.998	1.4766	1.7069999999999999	8.620000000000001
